id_evento,fecha_evento,decline_code,decline_tipo,red,acquirer,bin,card_type,monto_ars,attempt_number,tokenized,card_expiry_delta_dias,user_id,archetype_id,employment_type,digital_literacy,tenure_meses,prior_recoveries,engagement_recency_dias,arpu_ars,day_of_month,days_to_quincena,days_to_fin_de_mes,is_aguinaldo_month,anses_pay_flag,indec_ipc_mom,bcra_rate,billetera_yield_proxy,action_window,action_channel,action_tone,recovered,recovery_day_offset,contexto_cliente
EVT0000090,2026-02-05,05,soft,Cabal,Other,621066,debito,26900.0,1,False,134,USR0000319,ejecutivo_corporativo,empleado_privado,alta,26,2,5,28100.0,5,8,22,0,1,0.0163,0.4492,0.4084,inmediata,email,formal,0,-1,Ejecutivo / perfil corporativo (ingreso_alto_estable)
EVT0000091,2025-10-08,51,soft,Visa,Fiserv,490998,credito,2000.0,4,True,663,USR0000351,trabajador_informal,informal,media,6,1,0,1900.0,8,7,23,0,1,0.0433,0.5586,0.452,quincena,whatsapp,cercano,0,-1,Trabajador informal / changas (ingreso_diario_efectivo)
EVT0000092,2026-01-04,51,soft,Mastercard,Fiserv,557932,credito,7900.0,2,True,543,USR0000009,empleado_comercio,empleado_privado,media,17,1,12,8300.0,4,11,26,0,1,0.0404,0.5019,0.3639,anses,email,cercano,0,-1,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000093,2026-03-31,05,soft,Visa,Payway,483028,credito,24300.0,2,True,191,USR0000341,comerciante_minorista,autonomo,media,9,0,29,27000.0,31,15,0,0,0,0.0472,0.536,0.3919,inmediata,sms,cercano,0,-1,Comerciante minorista / PyME (flujo_caja_variable)
EVT0000094,2026-05-21,51,soft,Mastercard,Fiserv,511468,debito,4600.0,5,True,377,USR0000428,docente,empleado_publico,media,35,1,11,4200.0,21,25,8,0,0,0.0665,0.6692,0.6194,post_fecha_resumen,whatsapp,urgente_suave,0,-1,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000095,2026-01-08,51,soft,Visa,Payway,488566,credito,2500.0,5,True,493,USR0000040,estudiante,informal,alta,4,0,7,2600.0,8,7,22,0,1,0.0462,0.6628,0.5963,quincena,llamada,cercano,0,-1,Estudiante universitario (ingreso_irregular_changas)
EVT0000096,2025-12-02,05,soft,Visa,Payway,438639,debito,17800.0,7,True,33,USR0000039,freelancer_digital,autonomo,alta,13,0,2,16800.0,2,13,29,1,1,0.036,0.5186,0.4242,inmediata,email,cercano,0,-1,Freelancer digital / trabajador remoto (ingreso_alto_irregular_usd)
EVT0000097,2025-10-25,51,soft,Mastercard,Payway,577327,debito,24600.0,2,False,528,USR0000304,profesional_independiente,autonomo,alta,18,1,19,22600.0,25,20,6,0,0,0.0401,0.5329,0.489,anses,email,empatico,0,-1,"Profesional independiente (abogado, contador, etc.) (ingreso_alto_irregular)"
EVT0000098,2026-05-01,05,soft,Naranja,Payway,532810,credito,7600.0,1,True,264,USR0000356,empleado_publico,empleado_publico,media,66,3,21,7000.0,1,14,28,0,1,0.0387,0.5595,0.4467,post_fecha_resumen,whatsapp,cercano,1,10,Empleado público (ingreso_estable_fin_de_mes)
EVT0000099,2025-12-04,65,soft,Mastercard,Payway,538512,debito,5400.0,1,True,252,USR0000354,empleado_publico,empleado_publico,media,61,3,39,5700.0,4,11,27,1,1,0.0395,0.6619,0.5789,fin_de_mes,sms,empatico,1,27,Empleado público (ingreso_estable_fin_de_mes)
EVT0000100,2026-05-19,65,soft,Naranja,Geopagos,527281,debito,5100.0,3,True,332,USR0000425,docente,empleado_publico,media,26,0,8,5000.0,19,27,10,0,0,0.0476,0.6532,0.4926,quincena,whatsapp,empatico,0,-1,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000101,2025-07-26,61,soft,Mastercard,Other,583567,credito,4800.0,3,True,-55,USR0000459,gastronomico,empleado_privado,media,5,0,15,5300.0,26,20,5,0,0,0.0607,0.5124,0.3644,quincena,whatsapp,cercano,1,22,Trabajador gastronómico (ingreso_variable_propinas)
EVT0000102,2026-01-20,51,soft,Mastercard,Payway,589999,debito,6300.0,4,True,465,USR0000038,docente,empleado_publico,media,60,5,9,5900.0,20,24,10,0,0,0.0533,0.5129,0.4145,fin_de_mes,whatsapp,cercano,1,11,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000103,2025-10-03,51,soft,Cabal,Fiserv,645729,debito,10200.0,2,True,248,USR0000274,taxista_remis,autonomo,media,10,0,30,9700.0,3,12,28,0,1,0.0595,0.6199,0.5203,post_quincena,whatsapp,urgente_suave,0,-1,Conductor de app / taxista / remisero (ingreso_diario_efectivo)
EVT0000104,2025-08-19,51,soft,Mastercard,Payway,541110,debito,8900.0,1,True,435,USR0000122,empleado_comercio,empleado_privado,media,13,0,10,8800.0,19,27,10,0,0,0.0726,0.704,0.6002,inmediata,whatsapp,formal,0,-1,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000105,2025-11-23,51,soft,Visa,Other,492950,credito,3000.0,1,True,457,USR0000353,estudiante,informal,alta,1,0,1,2900.0,23,22,5,0,0,0.0655,0.5695,0.4995,fin_de_mes,whatsapp,cercano,1,5,Estudiante universitario (ingreso_irregular_changas)
EVT0000106,2025-10-25,51,soft,Mastercard,Fiserv,569578,debito,1900.0,1,True,323,USR0000525,ama_de_casa,sin_relacion_dependencia,media,8,0,63,2000.0,25,20,6,0,0,0.0325,0.5817,0.468,anses,llamada,empatico,0,-1,Ama/o de casa con AUH (ingreso_auh_anses)
EVT0000107,2025-09-05,05,soft,Visa,Geopagos,433269,debito,5300.0,3,True,127,USR0000408,empleado_comercio,empleado_privado,media,12,0,10,5700.0,5,10,25,0,1,0.0603,0.507,0.4374,inmediata,email,cercano,0,-1,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000108,2026-02-28,54,hard,Visa,Payway,476107,debito,5300.0,3,False,-278,USR0000280,joven_profesional,empleado_privado,alta,6,0,5,5600.0,28,13,31,0,0,0.0492,0.442,0.3818,inmediata,llamada,cercano,0,-1,Joven profesional (primer empleo) (ingreso_estable_bajo_quincena)
EVT0000109,2025-09-22,05,soft,Mastercard,Geopagos,530772,debito,3900.0,1,False,533,USR0000002,gastronomico,empleado_privado,media,2,0,1,3700.0,22,23,8,0,0,0.0406,0.3487,0.2854,inmediata,whatsapp,cercano,0,-1,Trabajador gastronómico (ingreso_variable_propinas)
EVT0000110,2026-01-22,51,soft,Visa,Payway,419177,debito,4900.0,2,False,323,USR0000364,estudiante,informal,alta,4,0,75,4800.0,22,22,8,0,0,0.0248,0.4873,0.4194,post_aguinaldo,email,cercano,0,-1,Estudiante universitario (ingreso_irregular_changas)
EVT0000111,2026-01-26,51,soft,Visa,Geopagos,425841,debito,7100.0,2,True,766,USR0000149,jubilado,jubilado,baja,35,1,22,7200.0,26,18,4,0,0,0.0553,0.7073,0.6488,anses,email,urgente_suave,1,14,Jubilado / pensionado ANSES (ingreso_fijo_anses)
EVT0000112,2026-02-10,51,soft,Visa,Other,475793,credito,4100.0,2,True,147,USR0000562,taxista_remis,autonomo,media,22,1,4,3800.0,10,3,17,0,1,0.056,0.4413,0.4148,post_quincena,push,cercano,1,3,Conductor de app / taxista / remisero (ingreso_diario_efectivo)
EVT0000113,2026-01-20,05,soft,Visa,Payway,461176,credito,5800.0,2,True,584,USR0000303,monotributista,autonomo,alta,7,0,17,6300.0,20,24,10,0,0,0.0439,0.5139,0.481,inmediata,whatsapp,cercano,0,-1,Monotributista (ingreso_irregular_fin_de_mes)
EVT0000114,2026-03-17,05,soft,Visa,Geopagos,451490,credito,3900.0,4,False,128,USR0000589,beneficiario_plan_social,sin_relacion_dependencia,media,7,0,67,3700.0,17,29,14,0,0,0.0261,0.6338,0.4732,inmediata,whatsapp,empatico,1,3,Beneficiario de plan social (ingreso_plan_social_anses)
EVT0000115,2025-07-27,05,soft,Mastercard,Fiserv,560150,debito,5400.0,4,False,96,USR0000024,posgrado_becario,becario,alta,12,1,0,5200.0,27,19,4,0,0,0.0457,0.6107,0.4668,inmediata,whatsapp,cercano,0,-1,"Becario de posgrado (CONICET, etc.) (ingreso_beca_fin_de_mes)"
EVT0000116,2025-10-08,51,soft,Visa,Payway,414626,credito,24800.0,1,False,291,USR0000490,empresario_pyme,autonomo,media,39,4,2,27000.0,8,7,23,0,1,0.0371,0.46,0.3625,post_fecha_resumen,llamada,formal,1,3,Empresario / dueño de PyME (ingreso_alto_variable)
EVT0000117,2025-10-04,65,soft,Mastercard,Payway,511789,credito,3400.0,2,True,247,USR0000079,estudiante,informal,alta,5,0,18,3400.0,4,11,27,0,1,0.0442,0.5937,0.4579,post_fecha_resumen,whatsapp,urgente_suave,1,7,Estudiante universitario (ingreso_irregular_changas)
EVT0000118,2025-08-09,65,soft,Cabal,Payway,619554,debito,26200.0,1,True,412,USR0000195,comerciante_minorista,autonomo,media,11,0,8,24700.0,9,6,20,0,1,0.0303,0.4921,0.4032,post_fecha_resumen,whatsapp,cercano,0,-1,Comerciante minorista / PyME (flujo_caja_variable)
EVT0000119,2025-08-17,05,soft,Mastercard,Payway,558144,credito,4100.0,1,True,504,USR0000574,pensionado_no_contributivo,jubilado,baja,50,3,1,4000.0,17,29,12,0,0,0.0603,0.5873,0.5169,inmediata,llamada,empatico,0,-1,Pensionado no contributivo (ingreso_fijo_anses)
EVT0000120,2025-12-17,91,soft,Visa,Payway,489073,debito,3100.0,1,False,203,USR0000330,jubilado,jubilado,baja,26,2,4,3100.0,17,29,14,1,0,0.0277,0.6391,0.461,inmediata,llamada,empatico,0,-1,Jubilado / pensionado ANSES (ingreso_fijo_anses)
EVT0000121,2026-01-23,05,soft,Mastercard,Payway,509426,debito,5600.0,3,False,81,USR0000477,beneficiario_plan_social,sin_relacion_dependencia,media,6,0,13,5700.0,23,21,7,0,0,0.0376,0.5816,0.4222,inmediata,llamada,empatico,0,-1,Beneficiario de plan social (ingreso_plan_social_anses)
EVT0000122,2025-07-08,51,soft,Mastercard,Fiserv,535594,credito,9800.0,2,True,28,USR0000549,empleado_privado_formal,empleado_privado,alta,30,2,9,10200.0,8,7,23,0,1,0.0376,0.5943,0.4214,post_quincena,whatsapp,cercano,1,8,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000123,2025-08-17,51,soft,Amex,Payway,385256,credito,5900.0,1,True,517,USR0000029,docente,empleado_publico,media,35,0,31,6000.0,17,29,12,0,0,0.062,0.6119,0.4452,post_fecha_resumen,llamada,cercano,0,-1,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000124,2026-04-26,51,soft,Mastercard,Payway,576915,debito,24100.0,3,False,452,USR0000540,profesional_independiente,autonomo,alta,15,2,28,25500.0,26,19,4,0,0,0.0488,0.5642,0.4695,fin_de_mes,push,urgente_suave,0,-1,"Profesional independiente (abogado, contador, etc.) (ingreso_alto_irregular)"
EVT0000125,2026-06-01,05,soft,Visa,Payway,440553,credito,7900.0,6,True,360,USR0000209,empleado_publico,empleado_publico,media,36,4,0,8100.0,1,14,29,1,1,0.0359,0.6,0.5374,quincena,whatsapp,urgente_suave,0,-1,Empleado público (ingreso_estable_fin_de_mes)
EVT0000126,2025-07-03,91,soft,Mastercard,Payway,543798,credito,8200.0,3,True,-60,USR0000317,monotributista,autonomo,alta,14,3,43,8300.0,3,12,28,0,1,0.0223,0.4502,0.3939,quincena,push,cercano,0,-1,Monotributista (ingreso_irregular_fin_de_mes)
EVT0000127,2026-01-25,65,soft,Mastercard,Payway,548949,credito,7100.0,3,True,375,USR0000316,empleado_comercio,empleado_privado,media,16,1,67,6800.0,25,19,5,0,0,0.0569,0.4216,0.3975,post_fecha_resumen,push,cercano,0,-1,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000128,2025-12-25,51,soft,Mastercard,Payway,561913,credito,16900.0,2,True,688,USR0000096,empresario_pyme,autonomo,media,65,3,9,18700.0,25,21,6,1,0,0.0416,0.6118,0.5637,fin_de_mes,whatsapp,formal,0,-1,Empresario / dueño de PyME (ingreso_alto_variable)
EVT0000129,2025-08-09,05,soft,Visa,Other,422079,credito,11600.0,4,True,200,USR0000253,empresario_pyme,autonomo,media,48,4,3,11600.0,9,6,20,0,1,0.049,0.5572,0.4096,inmediata,whatsapp,formal,0,-1,Empresario / dueño de PyME (ingreso_alto_variable)
EVT0000130,2025-09-26,05,soft,Cabal,Payway,657398,debito,6100.0,1,False,92,USR0000463,gastronomico,empleado_privado,media,5,1,4,5700.0,26,19,4,0,0,0.0611,0.5785,0.4684,inmediata,whatsapp,cercano,0,-1,Trabajador gastronómico (ingreso_variable_propinas)
EVT0000131,2025-07-02,51,soft,Visa,Fiserv,433560,credito,6400.0,1,True,32,USR0000310,empleado_comercio,empleado_privado,media,22,1,16,6600.0,2,13,29,0,1,0.0328,0.5642,0.474,quincena,push,cercano,0,-1,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000132,2026-01-21,51,soft,Cabal,Payway,628556,debito,7800.0,1,False,48,USR0000404,docente,empleado_publico,media,37,1,33,8300.0,21,23,9,0,0,0.0558,0.4548,0.3535,fin_de_mes,whatsapp,cercano,0,-1,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000133,2026-04-26,91,soft,Amex,Payway,332243,credito,12000.0,2,False,340,USR0000208,empleado_privado_formal,empleado_privado,alta,34,3,6,11800.0,26,19,4,0,0,0.0517,0.5199,0.4598,inmediata,whatsapp,cercano,1,2,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000134,2026-02-19,51,soft,Mastercard,Payway,507527,debito,2500.0,1,True,326,USR0000538,pensionado_no_contributivo,jubilado,baja,28,2,5,2800.0,19,22,8,0,0,0.041,0.5763,0.4666,quincena,whatsapp,urgente_suave,0,-1,Pensionado no contributivo (ingreso_fijo_anses)
EVT0000135,2026-04-10,62,soft,Visa,Geopagos,455681,credito,4100.0,1,False,281,USR0000477,gastronomico,empleado_privado,media,3,2,14,3800.0,10,5,20,0,1,0.0391,0.6594,0.5036,post_fecha_resumen,whatsapp,cercano,0,-1,Trabajador gastronómico (ingreso_variable_propinas)
EVT0000136,2025-09-08,65,soft,Cabal,Payway,625280,debito,14400.0,2,True,327,USR0000393,comerciante_minorista,autonomo,media,11,1,108,13700.0,8,7,22,0,1,0.0746,0.4662,0.3332,quincena,whatsapp,cercano,0,-1,Comerciante minorista / PyME (flujo_caja_variable)
EVT0000137,2026-05-17,65,soft,Cabal,Other,647608,debito,2500.0,8,True,266,USR0000294,posgrado_becario,becario,alta,20,2,9,2400.0,17,29,12,0,0,0.0339,0.4875,0.3808,post_fecha_resumen,whatsapp,cercano,0,-1,"Becario de posgrado (CONICET, etc.) (ingreso_beca_fin_de_mes)"
EVT0000138,2026-03-23,51,soft,Visa,Fiserv,451200,credito,7700.0,5,True,279,USR0000323,docente,empleado_publico,media,31,1,25,7100.0,23,23,8,0,0,0.0492,0.5698,0.4387,post_aguinaldo,llamada,cercano,0,-1,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000139,2026-03-31,51,soft,Mastercard,Payway,594674,credito,28500.0,4,True,173,USR0000507,comerciante_minorista,autonomo,media,14,1,11,28800.0,31,15,0,0,0,0.042,0.4483,0.3928,fin_de_mes,whatsapp,cercano,1,30,Comerciante minorista / PyME (flujo_caja_variable)
EVT0000140,2025-11-11,91,soft,Visa,Fiserv,440048,credito,5300.0,2,True,285,USR0000489,trabajador_informal,informal,media,1,0,8,4900.0,11,3,17,0,1,0.0172,0.4744,0.3453,inmediata,push,cercano,1,2,Trabajador informal / changas (ingreso_diario_efectivo)
EVT0000141,2025-11-20,65,soft,Visa,Other,420590,credito,6400.0,4,True,360,USR0000422,joven_profesional,empleado_privado,alta,6,1,15,6900.0,20,25,8,0,0,0.0474,0.5421,0.4055,post_fecha_resumen,push,cercano,0,-1,Joven profesional (primer empleo) (ingreso_estable_bajo_quincena)
EVT0000142,2025-08-23,91,soft,Visa,Payway,452353,credito,20600.0,4,True,74,USR0000269,ejecutivo_corporativo,empleado_privado,alta,66,4,16,20400.0,23,23,6,0,0,0.0429,0.5245,0.4368,inmediata,email,formal,1,4,Ejecutivo / perfil corporativo (ingreso_alto_estable)
EVT0000143,2025-10-25,51,soft,Visa,Geopagos,481368,debito,6300.0,6,True,378,USR0000206,profesional_salud,empleado_privado,alta,9,3,30,6800.0,25,20,6,0,0,0.0286,0.5834,0.4238,fin_de_mes,whatsapp,cercano,1,8,Profesional de la salud (enfermero / técnico) (ingreso_estable_con_guardias)
EVT0000144,2025-09-03,51,soft,Visa,Payway,445195,credito,12400.0,1,True,103,USR0000004,empleado_privado_formal,empleado_privado,alta,71,3,6,13200.0,3,12,27,0,1,0.0292,0.6002,0.4902,anses,llamada,cercano,1,7,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000145,2025-09-20,05,soft,Visa,Payway,467239,debito,9700.0,2,True,236,USR0000254,empleado_privado_formal,empleado_privado,alta,65,3,3,10400.0,20,25,10,0,0,0.0285,0.6033,0.4601,inmediata,whatsapp,urgente_suave,1,2,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000146,2026-05-04,54,hard,Mastercard,Fiserv,569351,credito,18600.0,2,True,-236,USR0000508,profesional_independiente,autonomo,alta,21,1,14,20100.0,4,11,25,0,1,0.0442,0.5468,0.5092,inmediata,email,formal,0,-1,"Profesional independiente (abogado, contador, etc.) (ingreso_alto_irregular)"
EVT0000147,2025-12-15,51,soft,Cabal,Payway,641239,debito,3000.0,4,True,93,USR0000071,pensionado_no_contributivo,jubilado,baja,34,3,0,2700.0,15,0,16,1,0,0.0497,0.5297,0.4264,anses,llamada,empatico,0,-1,Pensionado no contributivo (ingreso_fijo_anses)
EVT0000148,2025-10-23,51,soft,Mastercard,Payway,524589,credito,5200.0,1,True,250,USR0000544,empleado_comercio,empleado_privado,media,16,0,7,5700.0,23,22,8,0,0,0.0584,0.5719,0.4892,post_aguinaldo,sms,formal,1,56,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000149,2026-01-18,65,soft,Mastercard,Payway,596887,credito,12100.0,3,False,122,USR0000074,empleado_privado_formal,empleado_privado,alta,49,5,90,12700.0,18,26,12,0,0,0.0539,0.492,0.4562,fin_de_mes,whatsapp,cercano,1,13,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000150,2025-12-19,91,soft,Visa,Payway,470035,credito,25700.0,2,True,473,USR0000242,empresario_pyme,autonomo,media,47,2,3,24800.0,19,27,12,1,0,0.0352,0.4997,0.4152,inmediata,email,formal,1,5,Empresario / dueño de PyME (ingreso_alto_variable)
EVT0000151,2025-09-07,61,soft,Naranja,Fiserv,577715,credito,29400.0,7,False,296,USR0000058,comerciante_minorista,autonomo,media,22,3,7,28500.0,7,8,23,0,1,0.0335,0.4552,0.3278,anses,whatsapp,urgente_suave,1,1,Comerciante minorista / PyME (flujo_caja_variable)
EVT0000152,2026-04-28,51,soft,Cabal,Payway,606079,debito,8200.0,1,False,178,USR0000410,empleado_comercio,empleado_privado,media,20,1,16,8300.0,28,17,2,0,0,0.034,0.4984,0.3577,quincena,whatsapp,cercano,0,-1,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000153,2026-04-29,54,hard,Mastercard,Fiserv,517960,debito,6800.0,1,True,-72,USR0000405,empleado_publico,empleado_publico,media,66,7,43,7400.0,29,16,1,0,0,0.0391,0.6664,0.5998,inmediata,whatsapp,cercano,0,-1,Empleado público (ingreso_estable_fin_de_mes)
EVT0000154,2025-07-25,91,soft,Visa,Fiserv,478425,credito,11500.0,5,False,314,USR0000542,empleado_privado_formal,empleado_privado,alta,64,5,8,11700.0,25,21,6,0,0,0.0135,0.4871,0.4263,inmediata,whatsapp,urgente_suave,1,3,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000155,2026-05-07,54,hard,Visa,Payway,410755,debito,4400.0,3,False,-71,USR0000155,empleado_publico,empleado_publico,media,64,3,1,4300.0,7,8,22,0,1,0.0583,0.6398,0.5982,fin_de_mes,whatsapp,cercano,0,-1,Empleado público (ingreso_estable_fin_de_mes)
EVT0000156,2026-03-15,61,soft,Cabal,Payway,630660,debito,22700.0,4,False,480,USR0000409,freelancer_digital,autonomo,alta,23,1,18,24900.0,15,31,16,0,0,0.0634,0.598,0.4213,post_fecha_resumen,email,cercano,0,-1,Freelancer digital / trabajador remoto (ingreso_alto_irregular_usd)
EVT0000157,2026-01-10,41,hard,Mastercard,Payway,575485,credito,5900.0,7,False,141,USR0000446,empleado_publico,empleado_publico,media,32,1,4,6500.0,10,5,20,0,1,0.0677,0.5204,0.4501,post_fecha_resumen,whatsapp,cercano,0,-1,Empleado público (ingreso_estable_fin_de_mes)
EVT0000158,2025-11-16,51,soft,Visa,Payway,452147,credito,5600.0,3,True,108,USR0000453,docente,empleado_publico,media,34,3,17,6200.0,16,29,12,0,0,0.0343,0.4956,0.4411,fin_de_mes,sms,cercano,1,13,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000159,2026-03-23,91,soft,Visa,Other,477495,debito,7500.0,1,True,367,USR0000212,empleado_comercio,empleado_privado,media,19,0,14,7000.0,23,23,8,0,0,0.0457,0.5697,0.3991,inmediata,whatsapp,cercano,1,4,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000160,2026-01-18,51,soft,Visa,Payway,493898,debito,6200.0,5,True,415,USR0000440,estudiante,informal,alta,5,0,1,6100.0,18,26,12,0,0,0.0379,0.5523,0.5126,fin_de_mes,whatsapp,cercano,0,-1,Estudiante universitario (ingreso_irregular_changas)
EVT0000161,2025-07-07,54,hard,Mastercard,Payway,523616,credito,2800.0,2,True,-153,USR0000297,beneficiario_plan_social,sin_relacion_dependencia,media,10,0,3,2800.0,7,8,24,0,1,0.0395,0.5023,0.4762,inmediata,llamada,empatico,1,3,Beneficiario de plan social (ingreso_plan_social_anses)
EVT0000162,2026-02-06,51,soft,Naranja,Payway,588687,credito,6000.0,5,True,444,USR0000011,ama_de_casa,sin_relacion_dependencia,media,20,3,1,6300.0,6,7,21,0,1,0.0642,0.464,0.3821,fin_de_mes,sms,empatico,0,-1,Ama/o de casa con AUH (ingreso_auh_anses)
EVT0000163,2026-04-20,51,soft,Mastercard,Geopagos,517575,credito,3900.0,1,True,149,USR0000408,empleado_comercio,empleado_privado,media,17,0,0,4200.0,20,25,10,0,0,0.0497,0.5794,0.5288,post_aguinaldo,whatsapp,urgente_suave,0,-1,Empleado de comercio (CCT comercio) (ingreso_estable_fin_de_mes)
EVT0000164,2026-04-19,05,soft,Mastercard,Payway,540648,debito,11300.0,1,False,20,USR0000150,taxista_remis,autonomo,media,8,0,126,12400.0,19,26,11,0,0,0.0297,0.5581,0.4005,post_quincena,whatsapp,formal,0,-1,Conductor de app / taxista / remisero (ingreso_diario_efectivo)
EVT0000165,2026-02-06,05,soft,Visa,Fiserv,498801,debito,6300.0,3,True,407,USR0000525,joven_profesional,empleado_privado,alta,1,0,25,6900.0,6,7,21,0,1,0.0327,0.5738,0.5195,inmediata,whatsapp,cercano,0,-1,Joven profesional (primer empleo) (ingreso_estable_bajo_quincena)
EVT0000166,2026-01-01,54,hard,Mastercard,Payway,570618,credito,6100.0,1,True,-317,USR0000430,beneficiario_plan_social,sin_relacion_dependencia,media,24,1,9,5800.0,1,14,29,0,1,0.0499,0.4402,0.4097,post_quincena,push,empatico,0,-1,Beneficiario de plan social (ingreso_plan_social_anses)
EVT0000167,2025-08-06,51,soft,Mastercard,Payway,583525,credito,2800.0,1,False,268,USR0000389,posgrado_becario,becario,alta,8,1,26,2800.0,6,9,23,0,1,0.0568,0.4655,0.3486,fin_de_mes,whatsapp,cercano,1,25,"Becario de posgrado (CONICET, etc.) (ingreso_beca_fin_de_mes)"
EVT0000168,2025-08-28,05,soft,Visa,Payway,411004,debito,14400.0,7,True,354,USR0000049,empleado_privado_formal,empleado_privado,alta,65,3,18,13100.0,28,18,1,0,0,0.0636,0.5609,0.4077,inmediata,whatsapp,formal,1,1,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000169,2026-05-17,91,soft,Cabal,Payway,636143,debito,3400.0,1,True,335,USR0000282,trabajador_informal,informal,media,5,2,21,3300.0,17,29,12,0,0,0.0696,0.5749,0.4676,inmediata,whatsapp,cercano,0,-1,Trabajador informal / changas (ingreso_diario_efectivo)
EVT0000170,2025-08-27,51,soft,Mastercard,Payway,544994,credito,2900.0,1,True,241,USR0000251,estudiante,informal,alta,1,0,8,3100.0,27,19,2,0,0,0.058,0.5212,0.4387,fin_de_mes,whatsapp,cercano,1,3,Estudiante universitario (ingreso_irregular_changas)
EVT0000171,2025-11-30,05,soft,Visa,Payway,478220,credito,19500.0,2,True,99,USR0000171,comerciante_minorista,autonomo,media,17,2,9,18000.0,30,15,31,0,0,0.046,0.6177,0.4672,post_quincena,whatsapp,cercano,0,-1,Comerciante minorista / PyME (flujo_caja_variable)
EVT0000172,2025-09-23,51,soft,Visa,Payway,458925,credito,31700.0,8,True,291,USR0000044,empresario_pyme,autonomo,media,47,2,8,34700.0,23,22,7,0,0,0.0308,0.6294,0.5522,post_fecha_resumen,whatsapp,formal,1,19,Empresario / dueño de PyME (ingreso_alto_variable)
EVT0000173,2026-03-20,51,soft,Visa,Other,469925,credito,11800.0,4,True,210,USR0000125,docente,empleado_publico,media,46,0,1,12200.0,20,26,11,0,0,0.0648,0.5806,0.4327,fin_de_mes,whatsapp,formal,1,11,Docente (maestro / profesor) (ingreso_estable_fin_de_mes)
EVT0000174,2026-05-26,65,soft,Visa,Payway,474445,credito,9600.0,8,True,281,USR0000141,empleado_privado_formal,empleado_privado,alta,34,2,23,9600.0,26,20,3,0,0,0.049,0.608,0.5326,post_fecha_resumen,whatsapp,cercano,0,-1,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000175,2025-07-14,51,soft,Mastercard,Payway,566880,credito,2900.0,6,True,349,USR0000075,rural_agro,empleado_privado,baja,19,1,9,3100.0,14,1,17,0,0,0.0401,0.5375,0.4805,fin_de_mes,sms,formal,0,-1,Trabajador rural / agro (estacional) (ingreso_estacional)
EVT0000176,2026-01-05,51,soft,Mastercard,Fiserv,522297,credito,2300.0,1,True,350,USR0000213,jubilado,jubilado,baja,41,2,18,2400.0,5,10,25,0,1,0.0578,0.471,0.4099,anses,llamada,empatico,1,5,Jubilado / pensionado ANSES (ingreso_fijo_anses)
EVT0000177,2025-10-25,51,soft,Mastercard,Payway,569329,credito,21300.0,2,True,285,USR0000232,empresario_pyme,autonomo,media,37,3,6,20500.0,25,20,6,0,0,0.046,0.4255,0.3587,fin_de_mes,whatsapp,formal,1,6,Empresario / dueño de PyME (ingreso_alto_variable)
EVT0000178,2025-11-05,54,hard,Mastercard,Payway,571493,credito,4400.0,2,True,-56,USR0000239,pensionado_no_contributivo,jubilado,baja,34,2,10,4100.0,5,9,23,0,1,0.046,0.5191,0.3959,anses,llamada,cercano,0,-1,Pensionado no contributivo (ingreso_fijo_anses)
EVT0000179,2026-04-19,91,soft,Mastercard,Fiserv,505478,credito,7100.0,1,False,137,USR0000018,empleado_privado_formal,empleado_privado,alta,56,3,5,6800.0,19,26,11,0,0,0.0511,0.565,0.4642,inmediata,whatsapp,cercano,1,2,Empleado privado en relación de dependencia (ingreso_estable_quincena)
EVT0000180,2025-08-27,51,soft,Cabal,Payway,634404,debito,10700.0,7,True,419,USR0000396,profesional_salud,empleado_privado,alta,21,0,27,9900.0,27,19,2,0,0,0.0463,0.478,0.4445,fin_de_mes,whatsapp,cercano,0,-1,Profesional de la salud (enfermero / técnico) (ingreso_estable_con_guardias)
